inverse_sequential,5,Counting Sort,-1,-1,0
inverse_sequential,10,Counting Sort,-1,-1,0
inverse_sequential,15,Counting Sort,-1,-1,0
inverse_sequential,20,Counting Sort,-1,-1,0
inverse_sequential,25,Counting Sort,-1,-1,0
inverse_sequential,30,Counting Sort,-1,-1,0
inverse_sequential,35,Counting Sort,-1,-1,0
inverse_sequential,40,Counting Sort,-1,-1,0
inverse_sequential,45,Counting Sort,-1,-1,0
inverse_sequential,50,Counting Sort,-1,-1,1
inverse_sequential,55,Counting Sort,-1,-1,1
inverse_sequential,60,Counting Sort,-1,-1,1
inverse_sequential,65,Counting Sort,-1,-1,1
inverse_sequential,70,Counting Sort,-1,-1,1
inverse_sequential,75,Counting Sort,-1,-1,1
inverse_sequential,80,Counting Sort,-1,-1,1
inverse_sequential,85,Counting Sort,-1,-1,1
inverse_sequential,90,Counting Sort,-1,-1,1
inverse_sequential,95,Counting Sort,-1,-1,1
inverse_sequential,100,Counting Sort,-1,-1,1
inverse_sequential,1000,Counting Sort,-1,-1,12
inverse_sequential,2000,Counting Sort,-1,-1,33
inverse_sequential,3000,Counting Sort,-1,-1,52
inverse_sequential,4000,Counting Sort,-1,-1,68
inverse_sequential,5000,Counting Sort,-1,-1,68
inverse_sequential,6000,Counting Sort,-1,-1,92
inverse_sequential,7000,Counting Sort,-1,-1,98
inverse_sequential,8000,Counting Sort,-1,-1,138
inverse_sequential,9000,Counting Sort,-1,-1,125
inverse_sequential,10000,Counting Sort,-1,-1,134
